ed_pts,ed_beds,admits,hosp_beds,vents,longest_wait,last_wait,nedocs_score
21,40,6,350,1,1.1,0.35,51.73
42,40,1,350,0,3.19,0.43,77.2
36,40,5,350,1,2.5,1.3,88.85
44,40,0,350,1,1.98,1.01,95.32
40,40,6,350,0,3.26,0.63,82.67
21,40,4,350,0,3.07,0.45,37.3
20,40,0,350,1,1.34,0.76,41.83
25,40,5,350,0,2.77,0.72,48.83
42,40,1,350,2,2.98,1.25,108.43
20,40,6,350,2,1.36,0.39,63.45
22,40,4,350,0,2.26,1.18,42.8
35,40,0,350,0,3.32,0.54,61.21
35,40,5,350,2,2.63,0.64,96.5
45,40,2,350,1,2.06,0.29,96.9
27,40,6,350,1,1.95,0.93,68.66
32,40,3,350,0,2.27,0.54,58.94
43,40,3,350,1,1.2,0.92,97.08
22,40,4,350,2,3.01,0.62,67.14
41,40,1,350,1,2.03,1.06,90.93
35,40,0,350,1,0.67,0.27,70.62
25,40,6,350,1,0.94,1.39,66.02
39,40,2,350,0,2.98,1.12,76.17
33,40,3,350,2,3.38,0.98,91.4
23,40,1,350,0,0.71,0.67,35.49
44,40,1,350,2,3.45,1.27,113.27
27,40,3,350,1,2.37,1.35,66.28
42,40,4,350,2,3.49,1.2,113.76
27,40,4,350,1,1.81,1.2,66.62
28,40,4,350,1,2.72,0.54,65.89
29,40,2,350,2,1.32,0.4,75.92
42,40,2,350,1,0.8,0.54,90.71
42,40,3,350,0,1.33,0.29,78.11
38,40,3,350,1,1.21,0.94,86.48
24,40,4,350,0,2.14,0.28,41.91
24,40,1,350,0,2.61,0.3,37.31
27,40,4,350,1,2.13,0.36,62.18
34,40,3,350,2,1.44,1.43,94.28
30,40,3,350,0,2.57,1.46,60.12
22,40,3,350,0,2.77,1.09,41.06
42,40,2,350,0,1.6,0.28,76.59
36,40,1,350,1,1.11,0.67,77.15
44,40,1,350,0,2.61,1.07,84.56
33,40,2,350,2,1.45,1.35,89.98
45,40,1,350,0,1.56,0.72,83.75
40,40,6,350,0,2.86,0.87,83.65
43,40,6,350,2,1.25,0.57,113.7
28,40,1,350,1,2.26,0.33,59.14
38,40,0,350,1,0.97,1.31,83.2
40,40,3,350,2,3.25,0.37,102.85
23,40,4,350,2,3.36,0.78,70.52
32,40,4,350,2,1.54,1.36,91.4
36,40,1,350,1,1.82,1.12,80.34
20,40,2,350,2,2.63,0.97,61.05
31,40,1,350,0,1.44,0.39,51.75
41,40,5,350,1,2.24,0.81,96.57
39,40,3,350,2,0.66,0.41,98.52
38,40,2,350,2,2.29,0.59,97.2
39,40,1,350,1,1.63,0.47,82.94
38,40,1,350,0,1.24,0.75,68.61
39,40,2,350,2,2.93,0.26,98.07
41,40,3,350,1,2.48,0.9,93.87
39,40,6,350,0,2.21,0.78,80.4
44,40,1,350,0,1.63,1.09,83.76
44,40,2,350,2,1.67,0.8,110.67
24,40,3,350,2,3.0,1.4,74.11
33,40,5,350,2,2.09,1.31,95.49
39,40,4,350,0,2.28,1.34,80.19
34,40,4,350,1,3.35,0.96,81.72
38,40,2,350,1,1.43,1.22,86.55
35,40,6,350,2,3.08,0.97,100.5
27,40,1,350,2,1.19,0.79,71.99
32,40,5,350,2,1.42,0.45,87.87
24,40,2,350,1,2.83,0.6,54.32
43,40,3,350,1,1.47,0.31,93.89
39,40,3,350,2,1.74,1.47,105.51
32,40,0,350,0,2.11,1.13,56.98
39,40,2,350,1,0.56,0.52,83.94
34,40,6,350,1,1.54,0.89,83.07
35,40,4,350,2,2.62,0.86,96.02
41,40,3,350,1,2.57,0.44,91.36
30,40,6,350,1,2.89,0.56,73.88
32,40,2,350,1,3.34,0.3,70.27
39,40,6,350,2,2.31,1.41,110.84
38,40,0,350,2,2.68,1.24,97.8
30,40,3,350,0,0.67,1.0,55.76
21,40,1,350,1,2.18,1.27,49.35
42,40,6,350,0,1.93,0.36,84.2
20,40,0,350,2,2.26,0.9,56.88
30,40,0,350,0,1.15,0.3,47.11
22,40,3,350,2,2.68,0.79,66.08
24,40,1,350,2,1.48,0.29,63.01
27,40,3,350,0,1.04,0.56,47.18
40,40,5,350,0,2.09,1.0,81.96
26,40,4,350,0,2.2,1.33,52.17
23,40,4,350,2,1.67,0.27,66.07
26,40,6,350,0,3.14,1.22,55.86
44,40,0,350,0,3.48,0.33,79.48
32,40,4,350,2,0.77,0.66,86.74
34,40,5,350,0,2.02,0.97,68.85
38,40,5,350,2,3.15,0.35,101.78
24,40,1,350,1,1.63,0.44,50.59
22,40,5,350,0,1.7,1.25,44.39
33,40,1,350,0,1.98,1.19,61.05
40,40,5,350,2,3.01,1.19,110.68
24,40,3,350,2,2.07,1.11,71.61
42,40,2,350,2,1.6,0.38,103.95
33,40,2,350,1,0.61,1.3,75.51
36,40,4,350,0,2.26,0.52,69.11
22,40,1,350,0,2.62,0.55,34.44
37,40,2,350,0,2.69,0.3,66.99
36,40,1,350,0,0.52,0.27,60.94
22,40,4,350,2,0.98,0.26,63.22
35,40,0,350,0,1.32,0.78,60.7
28,40,6,350,0,0.61,1.41,58.87
27,40,6,350,0,1.27,0.34,51.3
26,40,5,350,2,0.94,1.12,78.33
35,40,5,350,1,3.25,1.25,87.12
33,40,3,350,2,1.66,1.02,90.02
40,40,1,350,1,2.61,0.25,84.75
36,40,1,350,0,2.74,1.47,69.77
39,40,5,350,0,2.27,1.34,81.9
42,40,2,350,0,1.62,0.52,77.96
28,40,0,350,2,0.66,1.27,74.64
38,40,5,350,2,2.26,0.25,100.39
45,40,0,350,1,2.13,0.32,93.71
34,40,5,350,2,1.04,0.62,92.77
33,40,3,350,0,2.55,1.07,64.33
42,40,4,350,0,2.37,0.89,84.17
35,40,2,350,1,2.3,0.49,76.81
22,40,1,350,2,0.87,1.03,62.32
31,40,6,350,2,1.6,0.32,86.87
29,40,4,350,1,2.45,1.4,72.64
44,40,0,350,2,1.81,0.62,106.36
30,40,5,350,2,0.85,1.17,87.11
35,40,3,350,2,2.91,0.35,91.7
44,40,3,350,0,1.31,1.32,88.19
21,40,4,350,2,3.0,1.18,68.15
41,40,4,350,0,2.61,1.49,85.63
25,40,3,350,0,1.67,0.37,42.41
39,40,5,350,2,2.11,1.17,107.59
28,40,3,350,2,1.73,0.94,78.91
41,40,0,350,2,2.54,1.04,102.97
26,40,1,350,2,1.92,0.7,70.02
23,40,6,350,0,0.77,0.86,45.19
27,40,5,350,1,2.46,0.59,65.5
40,40,5,350,1,1.08,1.48,97.12
29,40,2,350,2,0.9,1.28,80.49
21,40,3,350,1,2.67,0.6,49.45
36,40,0,350,2,2.74,0.82,91.19
41,40,1,350,0,1.25,1.01,76.52
37,40,3,350,2,1.57,1.1,98.97
21,40,6,350,1,1.86,0.44,52.94
42,40,6,350,0,0.65,1.03,86.79
35,40,4,350,0,1.58,0.35,65.38
25,40,1,350,0,3.3,0.79,42.86
34,40,2,350,2,1.73,0.32,86.57
36,40,6,350,2,1.86,1.35,103.65
35,40,4,350,0,2.23,0.26,65.47
45,40,5,350,1,2.81,0.26,102.58
21,40,5,350,0,3.1,1.15,42.99
27,40,4,350,1,1.43,0.76,63.79
41,40,4,350,2,0.86,0.86,107.25
26,40,6,350,2,3.35,0.36,78.0
23,40,1,350,1,2.18,0.76,50.76
25,40,4,350,2,1.2,0.64,72.01
27,40,3,350,0,1.54,0.51,47.37
22,40,5,350,1,2.89,0.69,55.74
37,40,6,350,0,0.66,1.22,77.15
41,40,4,350,1,1.62,1.29,96.98
26,40,1,350,1,2.12,1.28,60.08
31,40,1,350,0,0.92,0.93,54.31
20,40,3,350,1,2.55,0.6,47.2
33,40,6,350,0,3.47,1.15,70.78
44,40,0,350,0,2.27,1.03,82.3
25,40,4,350,0,3.28,1.11,49.79
27,40,0,350,2,2.32,0.49,69.64
37,40,2,350,1,3.27,0.42,81.6
42,40,0,350,0,2.22,0.77,76.5
34,40,0,350,1,0.57,0.4,69.12
26,40,6,350,0,0.64,0.69,50.54
37,40,3,350,2,0.71,0.55,95.07
27,40,4,350,2,1.67,1.42,81.13
23,40,6,350,0,3.16,1.14,48.99
41,40,2,350,1,3.25,1.01,93.49
22,40,1,350,0,2.6,1.27,38.49
25,40,2,350,2,2.85,0.36,68.53
42,40,4,350,0,1.86,1.01,84.37
29,40,6,350,1,1.58,0.72,71.42
40,40,4,350,1,2.88,1.22,95.62
27,40,2,350,0,3.43,1.1,50.74
41,40,4,350,1,2.06,0.75,94.35
36,40,3,350,0,1.78,1.45,72.2
25,40,5,350,0,0.82,1.37,50.69
23,40,6,350,2,1.23,1.48,75.91
40,40,1,350,0,2.96,0.99,75.85
43,40,6,350,1,1.85,1.14,104.07
32,40,2,350,0,2.37,0.9,59.35
23,40,0,350,0,3.36,1.39,40.3
36,40,1,350,1,2.62,0.35,76.74
34,40,2,350,0,1.32,0.77,61.93
40,40,0,350,1,1.99,1.35,88.66
34,40,4,350,0,2.46,0.59,65.4
33,40,3,350,0,0.51,1.48,64.75
43,40,1,350,1,3.26,1.32,97.83
25,40,2,350,2,3.28,1.29,74.18
34,40,1,350,1,0.6,1.44,76.72
32,40,6,350,0,2.65,0.27,62.91
45,40,0,350,0,3.1,0.58,82.68
20,40,0,350,0,0.55,1.22,30.29
39,40,0,350,0,1.45,0.48,67.71
38,40,6,350,2,1.6,1.05,106.01
28,40,5,350,1,0.84,0.64,66.42
22,40,4,350,2,2.07,1.04,68.64
40,40,6,350,0,1.74,1.22,84.58
22,40,4,350,2,1.44,1.28,69.41
29,40,0,350,0,0.99,0.96,48.54
29,40,0,350,0,2.81,0.59,48.15
37,40,3,350,0,1.31,1.21,72.55
39,40,5,350,0,1.12,0.78,77.67
27,40,5,350,2,0.5,0.81,78.32
44,40,4,350,2,2.06,1.48,118.3
23,40,1,350,0,1.6,1.41,40.49
39,40,1,350,0,2.7,1.45,76.06
32,40,0,350,2,1.83,0.37,79.23
40,40,3,350,0,0.96,0.56,74.99
22,40,2,350,0,2.47,1.18,39.57
38,40,3,350,0,2.2,0.97,74.17
24,40,2,350,0,3.34,1.46,46.25
35,40,2,350,2,0.58,0.29,87.48
42,40,6,350,2,1.75,0.62,112.3
40,40,0,350,0,1.27,1.13,73.35
34,40,4,350,1,0.75,1.09,80.03
30,40,2,350,0,0.99,1.12,55.02
38,40,6,350,1,2.11,0.47,89.81
41,40,1,350,1,3.07,1.01,91.61
31,40,3,350,0,1.03,1.05,58.52
29,40,2,350,1,3.0,1.27,68.99
38,40,5,350,0,3.46,1.37,81.03
36,40,1,350,1,3.27,1.34,82.93
25,40,0,350,2,2.43,0.77,67.03
33,40,5,350,0,0.91,1.5,68.66
45,40,5,350,0,1.32,0.32,88.13
30,40,3,350,2,0.78,0.36,79.05
34,40,5,350,1,0.54,0.47,78.05
35,40,0,350,2,1.73,0.26,84.95
39,40,3,350,1,3.45,0.46,88.0
30,40,2,350,0,1.03,1.12,55.05
42,40,3,350,2,3.43,1.4,113.12
22,40,4,350,1,1.36,0.67,52.49
43,40,5,350,1,0.82,1.37,102.7
37,40,4,350,1,1.39,1.0,86.55
31,40,6,350,2,1.58,0.66,88.77
25,40,4,350,0,2.78,0.81,47.64
24,40,4,350,2,1.43,1.23,73.4
33,40,2,350,1,2.29,0.26,71.21
40,40,0,350,1,3.44,0.77,86.74
41,40,4,350,0,1.42,0.91,81.26
44,40,4,350,2,3.35,0.67,114.93
30,40,6,350,0,3.41,0.41,60.12
44,40,0,350,0,1.13,1.01,81.13
37,40,3,350,0,1.66,0.5,68.87
31,40,1,350,1,2.74,0.79,68.61
25,40,0,350,2,0.73,0.36,63.13
41,40,6,350,1,0.69,1.42,100.28
36,40,0,350,2,0.54,0.41,86.83
45,40,0,350,1,2.39,1.5,100.61
32,40,5,350,1,1.78,1.08,78.36
44,40,3,350,2,0.96,1.36,114.89
31,40,2,350,0,0.91,1.45,58.95
37,40,1,350,0,1.85,1.08,68.89
42,40,1,350,1,1.22,1.22,93.22
35,40,6,350,0,3.16,1.15,74.79
38,40,3,350,1,1.94,0.82,86.48
44,40,6,350,0,3.22,0.98,93.19
20,40,1,350,1,1.26,1.15,45.67
27,40,0,350,0,2.13,1.42,47.9
26,40,0,350,1,0.95,1.31,57.44
34,40,6,350,0,0.99,1.19,70.85
35,40,6,350,1,2.61,1.09,87.34
28,40,0,350,1,1.4,1.38,62.55
41,40,4,350,2,0.62,0.61,105.62
28,40,5,350,1,1.65,1.49,71.97
20,40,2,350,2,0.53,0.75,57.85
41,40,6,350,1,3.07,1.2,101.25
41,40,2,350,2,3.45,0.94,106.68
26,40,6,350,0,1.15,1.45,55.3
37,40,0,350,0,3.21,1.28,69.57
21,40,2,350,1,0.59,0.8,46.93
37,40,2,350,1,1.8,0.67,81.65
26,40,4,350,1,2.89,1.28,65.93
29,40,2,350,2,1.06,1.43,81.48
39,40,6,350,1,2.84,0.9,95.06
44,40,5,350,2,1.86,1.48,119.83
34,40,5,350,1,1.11,0.6,79.32
28,40,1,350,0,2.54,0.83,48.82
29,40,2,350,0,1.15,0.71,50.71
36,40,5,350,1,3.19,0.79,86.61
44,40,4,350,2,2.29,0.34,112.08
33,40,2,350,1,3.15,1.34,78.1
36,40,4,350,2,0.79,0.69,95.5
25,40,4,350,0,1.52,0.95,47.25
43,40,2,350,1,0.6,0.8,94.13
24,40,3,350,1,0.57,0.28,52.13
43,40,3,350,2,3.43,0.86,112.22
41,40,5,350,0,0.59,0.68,80.9
34,40,4,350,1,1.99,0.85,79.83
36,40,6,350,2,2.26,1.17,103.01
29,40,4,350,1,1.61,1.19,70.67
27,40,3,350,2,0.83,1.08,76.72
43,40,5,350,1,2.52,0.94,101.85
33,40,0,350,2,1.28,0.67,82.55
22,40,2,350,1,1.87,1.1,51.96
40,40,2,350,0,1.28,1.22,77.3
38,40,4,350,0,2.3,0.83,75.19
36,40,2,350,1,3.23,1.06,83.03
34,40,0,350,1,1.03,1.35,74.9
20,40,5,350,1,1.85,1.34,54.15
33,40,6,350,1,2.76,1.16,83.58
39,40,2,350,0,3.3,0.7,74.1
29,40,6,350,0,1.32,1.32,61.16
40,40,3,350,0,1.96,0.58,76.04
35,40,2,350,0,3.42,0.7,65.63
27,40,5,350,1,1.36,0.84,65.89
45,40,2,350,2,1.35,0.26,109.48
30,40,5,350,1,0.99,0.58,70.51
38,40,5,350,1,0.99,1.14,90.83
35,40,1,350,1,1.08,0.62,74.69
32,40,4,350,1,2.63,1.27,78.51
45,40,5,350,2,2.14,0.27,115.41
35,40,1,350,0,3.36,1.45,68.09
39,40,4,350,1,0.9,1.35,92.36
24,40,0,350,0,1.0,1.22,39.29
29,40,0,350,0,0.98,0.54,46.16
21,40,4,350,1,3.26,0.65,52.0
22,40,6,350,0,1.0,0.67,42.18
34,40,1,350,1,2.83,0.52,73.61
32,40,2,350,0,2.09,0.34,55.93
25,40,1,350,0,0.74,0.6,39.41
45,40,5,350,1,0.74,1.18,105.84
45,40,0,350,1,0.61,0.84,95.23
38,40,0,350,2,2.04,0.43,92.63
24,40,4,350,2,2.13,1.25,74.17
20,40,3,350,2,0.88,1.12,61.98
25,40,2,350,0,1.69,1.45,46.8
43,40,1,350,0,1.06,1.48,83.28
20,40,3,350,2,2.25,0.4,59.19
39,40,2,350,2,3.08,1.42,104.76
21,40,2,350,1,0.86,1.16,49.22
39,40,2,350,1,1.73,0.35,84.07
27,40,4,350,0,2.99,0.45,50.09
36,40,5,350,1,1.09,1.17,86.8
34,40,4,350,1,3.17,1.33,83.64
32,40,6,350,0,3.18,0.27,63.41
43,40,1,350,0,0.93,1.32,82.26
21,40,1,350,1,3.07,1.06,48.99
29,40,0,350,2,2.51,0.5,74.16
20,40,2,350,0,1.37,1.49,36.01
23,40,0,350,0,1.2,0.32,32.26
23,40,1,350,1,1.37,0.35,47.7
26,40,3,350,2,1.24,0.44,71.35
44,40,5,350,1,3.25,0.4,101.63
42,40,5,350,0,0.95,1.36,87.22
21,40,2,350,2,3.36,0.42,60.77
34,40,0,350,1,2.02,0.89,73.23
39,40,3,350,1,2.72,0.67,88.51
27,40,4,350,0,3.4,0.81,52.5
42,40,4,350,1,3.1,1.21,100.05
26,40,4,350,1,2.0,1.25,64.94
21,40,2,350,1,3.43,1.04,50.93
39,40,4,350,2,2.56,0.78,104.09
33,40,4,350,2,2.32,1.36,94.27
38,40,2,350,2,0.85,1.33,100.03
37,40,4,350,1,3.07,1.02,88.23
25,40,6,350,0,0.69,0.9,49.63
22,40,2,350,1,1.77,1.21,52.49
21,40,5,350,1,2.77,0.83,54.27
37,40,0,350,2,3.33,1.17,95.86
40,40,3,350,0,0.73,1.27,78.78
35,40,6,350,1,1.91,1.33,88.04
41,40,3,350,0,2.16,0.77,79.44
20,40,4,350,0,2.71,0.45,34.82
21,40,0,350,1,3.24,0.64,45.07
30,40,5,350,1,3.13,1.05,75.15
40,40,3,350,2,1.91,0.52,102.45
21,40,5,350,0,0.62,0.96,39.61
26,40,6,350,0,1.66,0.29,49.24
30,40,6,350,1,0.89,0.7,72.81
23,40,0,350,1,1.45,1.06,50.06
45,40,0,350,2,1.91,0.51,107.98
40,40,3,350,2,3.5,1.01,106.69
41,40,2,350,1,2.52,0.56,90.28
33,40,1,350,0,1.42,0.99,59.4
20,40,0,350,0,2.13,0.36,26.91
32,40,3,350,2,1.64,1.43,90.17
29,40,1,350,2,1.43,0.61,75.49
33,40,5,350,0,1.52,0.63,64.32
41,40,3,350,0,1.69,0.68,78.49
45,40,4,350,0,2.89,1.28,93.29
38,40,3,350,1,3.15,0.87,87.89
33,40,6,350,0,3.27,0.28,65.69
31,40,2,350,1,1.37,1.11,70.86
36,40,2,350,0,3.28,1.03,69.51
45,40,2,350,2,1.36,1.19,114.73
35,40,6,350,0,1.58,0.6,70.21
43,40,0,350,1,2.16,0.46,90.24
20,40,4,350,1,0.9,0.89,49.01
23,40,1,350,0,2.2,0.69,36.99
35,40,6,350,1,1.55,1.39,88.04
36,40,3,350,1,0.8,1.04,82.37
42,40,0,350,1,2.18,0.47,88.17
34,40,1,350,0,1.81,1.42,64.34
20,40,1,350,2,1.52,1.25,59.88
24,40,1,350,1,1.62,0.7,52.05
26,40,4,350,0,2.78,0.38,47.36
28,40,3,350,0,2.92,0.54,50.96
30,40,6,350,0,0.59,0.97,60.66
30,40,6,350,0,3.3,1.5,66.16
27,40,1,350,2,1.43,1.27,74.92
39,40,0,350,0,2.61,1.48,74.43
43,40,4,350,2,1.11,1.25,113.97
26,40,4,350,0,1.84,1.2,51.11
42,40,1,350,1,0.61,0.96,91.19
31,40,2,350,0,1.14,1.29,58.26
34,40,5,350,1,1.54,1.21,83.16
43,40,6,350,1,2.12,0.84,102.63
37,40,5,350,1,2.34,0.4,85.77
23,40,4,350,2,1.34,0.77,68.58
36,40,5,350,1,1.79,1.22,87.74
28,40,3,350,1,0.5,0.57,62.28
44,40,6,350,2,1.62,1.5,121.43
23,40,0,350,0,2.46,0.61,35.06
42,40,2,350,1,1.02,1.05,93.79
24,40,1,350,0,3.44,0.68,40.23
32,40,0,350,0,2.23,0.73,54.83
30,40,5,350,1,2.77,0.27,70.42
38,40,0,350,1,1.98,0.44,79.23
34,40,0,350,0,1.74,0.48,57.26
45,40,1,350,0,0.9,0.26,80.54
37,40,4,350,0,0.59,0.66,70.49
42,40,1,350,1,3.0,1.28,95.21
34,40,3,350,0,1.2,1.38,66.97
20,40,4,350,2,2.77,1.17,65.73
39,40,0,350,1,2.81,0.83,84.35
45,40,4,350,1,2.99,1.43,107.63
27,40,4,350,2,1.01,1.21,79.34
43,40,2,350,2,3.03,0.83,109.96
40,40,6,350,2,2.1,0.94,110.14
23,40,2,350,1,0.94,0.41,49.35
28,40,3,350,1,0.8,0.26,60.81
37,40,3,350,2,0.82,0.99,97.65
34,40,0,350,2,1.4,1.27,88.19
28,40,5,350,2,1.13,0.55,79.58
38,40,2,350,2,2.36,0.68,97.77
26,40,1,350,1,1.2,1.23,58.94
30,40,0,350,1,1.54,0.66,62.9
22,40,2,350,2,2.0,0.38,61.42
22,40,5,350,2,2.9,0.28,66.84
36,40,3,350,0,2.71,1.18,71.54
24,40,5,350,0,1.5,1.04,47.31
28,40,2,350,2,0.89,1.32,78.56
37,40,3,350,0,1.55,1.14,72.38
39,40,3,350,2,1.55,1.12,103.36
39,40,6,350,0,1.56,0.63,78.94
23,40,6,350,0,2.75,1.38,49.96
27,40,5,350,2,1.07,1.31,81.67
42,40,1,350,0,1.68,0.33,75.23
40,40,0,350,1,3.46,0.62,85.91
23,40,4,350,1,3.15,0.27,54.04
29,40,4,350,2,3.48,0.81,83.67
30,40,5,350,1,3.02,0.69,73.02
33,40,1,350,1,2.0,1.01,73.46
32,40,1,350,1,2.13,1.12,72.05
38,40,6,350,0,2.58,0.74,78.37
38,40,2,350,0,3.49,0.71,72.19
36,40,3,350,1,1.65,0.92,82.49
24,40,5,350,0,1.31,0.7,45.22
37,40,2,350,2,1.78,0.55,94.35
43,40,4,350,2,1.69,0.79,111.92
40,40,0,350,1,2.88,0.97,87.35
36,40,6,350,0,0.76,1.26,75.32
29,40,2,350,2,1.89,1.18,80.85
24,40,1,350,2,2.83,0.5,65.45
44,40,0,350,0,0.93,0.7,79.19
34,40,3,350,2,2.08,1.21,93.63
39,40,1,350,0,3.07,0.51,71.1
24,40,4,350,0,2.72,1.07,46.9
35,40,0,350,1,2.03,0.28,71.94
38,40,3,350,1,2.65,1.29,89.79
41,40,4,350,0,1.5,1.3,83.53
38,40,3,350,0,3.19,0.3,71.31
35,40,1,350,1,0.73,0.97,76.34
33,40,2,350,1,2.69,1.48,78.46
20,40,6,350,0,2.86,0.93,41.09
31,40,3,350,0,3.37,0.49,57.54
37,40,1,350,2,2.71,0.96,95.81
30,40,2,350,1,1.14,0.83,66.92
39,40,4,350,1,1.73,0.63,89.07
36,40,3,350,2,0.67,0.7,93.73
29,40,1,350,1,2.22,0.52,62.32
24,40,0,350,1,2.35,0.89,52.09
31,40,4,350,0,3.27,0.79,60.85
36,40,1,350,1,3.26,0.53,78.36
24,40,6,350,1,1.21,0.38,58.43
25,40,5,350,1,2.29,0.4,59.98
40,40,2,350,0,2.92,0.62,75.44
34,40,4,350,1,3.43,1.08,82.47
29,40,6,350,0,2.69,1.21,61.82
35,40,2,350,2,3.38,0.49,91.21
45,40,2,350,1,2.53,0.26,97.17
25,40,6,350,1,1.43,0.3,60.33
31,40,1,350,0,2.79,0.65,54.47
41,40,6,350,0,1.29,0.87,84.34
43,40,5,350,0,0.84,1.17,88.19
31,40,4,350,0,0.85,1.04,60.01
35,40,5,350,1,2.16,0.36,81.09
32,40,2,350,0,0.69,1.48,61.06
42,40,0,350,1,0.69,0.48,86.84
41,40,6,350,1,2.94,1.37,102.09
29,40,1,350,2,2.92,0.89,78.45
33,40,4,350,0,2.57,1.29,67.31
21,40,3,350,0,2.87,1.49,41.26
21,40,4,350,1,2.62,1.25,54.79
35,40,2,350,0,1.11,0.63,63.09
38,40,3,350,1,1.9,0.75,86.05
33,40,4,350,0,2.81,0.72,64.32
30,40,0,350,2,3.35,1.02,80.02
38,40,4,350,2,1.76,1.33,104.31
43,40,6,350,0,3.49,1.42,93.78
29,40,3,350,2,0.92,0.93,80.25
23,40,5,350,0,1.33,1.32,46.59
29,40,1,350,1,2.91,0.68,63.86
21,40,4,350,1,0.66,1.1,52.12
27,40,2,350,2,1.31,0.31,71.11
31,40,2,350,0,3.42,0.67,56.88
40,40,1,350,1,2.7,0.67,87.2
23,40,3,350,2,2.65,1.29,71.02
41,40,2,350,2,2.79,0.43,103.19
25,40,6,350,0,1.39,0.95,50.56
23,40,1,350,0,1.34,1.12,38.61
27,40,3,350,0,1.74,0.26,46.14
26,40,6,350,1,3.04,1.41,70.24
21,40,6,350,2,1.94,1.4,71.83
33,40,3,350,2,1.49,1.05,90.04
27,40,3,350,0,1.13,1.27,51.27
36,40,0,350,0,2.55,0.56,62.75
25,40,2,350,0,1.66,1.06,44.58
42,40,2,350,0,2.6,1.1,82.14
45,40,2,350,0,0.66,0.58,83.84
22,40,0,350,2,2.19,1.03,61.84
28,40,6,350,0,1.82,0.27,53.56
40,40,4,350,0,2.92,1.42,83.38
22,40,4,350,1,0.65,0.46,50.65
38,40,6,350,1,2.61,0.38,89.77
24,40,5,350,0,1.88,0.78,46.2
29,40,4,350,0,2.92,0.44,54.26
37,40,6,350,2,3.5,0.8,104.22
29,40,2,350,1,0.53,0.74,63.7
36,40,1,350,0,0.58,1.36,67.14
26,40,5,350,0,3.06,1.36,54.86
32,40,2,350,2,2.34,1.32,88.49
35,40,2,350,1,1.93,0.59,77.03
33,40,6,350,0,3.2,0.66,67.77
20,40,3,350,2,1.5,0.4,58.49
26,40,1,350,1,0.54,1.49,59.79
42,40,3,350,0,2.88,0.35,79.89
36,40,4,350,0,3.08,0.96,72.36
35,40,3,350,2,0.57,1.21,94.37
32,40,2,350,0,2.97,0.91,59.96
31,40,3,350,2,0.5,0.87,83.81
25,40,3,350,1,3.3,1.29,62.51
20,40,3,350,1,2.56,1.34,51.38
43,40,6,350,0,2.95,1.33,92.77
36,40,1,350,1,1.13,1.49,81.79
37,40,6,350,0,1.77,0.54,74.34
31,40,6,350,1,1.18,1.31,78.67
41,40,5,350,1,2.93,1.04,98.51
38,40,0,350,2,1.84,0.88,94.98
42,40,5,350,0,1.1,0.36,81.71
28,40,1,350,0,2.73,1.26,51.42
41,40,4,350,0,1.61,0.68,80.13
30,40,6,350,2,1.67,0.5,85.81
36,40,4,350,2,1.79,0.36,94.57
37,40,2,350,0,1.23,0.6,67.32
41,40,2,350,0,0.65,1.2,78.75
40,40,4,350,2,2.72,0.57,105.2
39,40,6,350,1,2.44,0.97,95.08
26,40,6,350,2,1.07,0.94,79.15
26,40,4,350,0,1.62,0.42,46.5
38,40,0,350,1,2.12,0.36,78.91
35,40,6,350,1,3.3,0.27,83.35
34,40,2,350,2,2.74,0.98,91.23
42,40,6,350,0,1.49,0.9,86.84
39,40,6,350,1,2.06,0.8,93.77
21,40,0,350,1,0.89,1.25,46.32
43,40,2,350,1,1.39,0.5,93.18
23,40,5,350,1,1.37,0.3,54.27
29,40,6,350,0,1.19,1.22,60.48
41,40,5,350,0,3.42,0.71,83.7
21,40,5,350,2,3.17,1.43,71.43
36,40,2,350,2,2.3,0.59,92.92
25,40,1,350,0,3.08,0.53,41.19
26,40,4,350,2,3.38,0.86,77.42
35,40,6,350,2,2.12,0.52,97.07
22,40,5,350,2,1.86,1.38,72.07
21,40,1,350,0,1.76,1.08,34.49
44,40,6,350,0,2.24,0.3,88.44
34,40,3,350,1,2.71,0.84,78.73
29,40,6,350,1,2.77,0.42,70.84
21,40,1,350,0,1.06,1.02,33.5
45,40,2,350,2,3.05,0.74,113.76
22,40,5,350,1,2.76,1.49,60.13
44,40,0,350,0,1.09,0.91,80.53
35,40,1,350,2,3.35,0.65,90.37
20,40,6,350,1,3.4,1.37,57.47
43,40,5,350,2,1.62,1.31,116.5
40,40,6,350,0,3.04,0.95,84.27
34,40,4,350,2,1.61,0.69,91.98
38,40,5,350,2,3.36,0.78,104.41
40,40,3,350,2,1.69,0.32,101.12
22,40,0,350,1,3.2,1.49,51.97
22,40,1,350,0,1.84,1.35,38.23
28,40,3,350,0,1.27,0.42,48.75
36,40,1,350,2,0.99,1.38,94.44
39,40,0,350,1,2.33,1.47,87.51
45,40,6,350,2,2.94,0.43,118.77
33,40,5,350,0,0.54,1.39,67.7
45,40,5,350,2,1.32,1.34,120.68
42,40,2,350,2,3.1,0.85,108.0
23,40,0,350,0,1.02,0.87,35.19
40,40,3,350,1,2.3,1.26,93.59
24,40,0,350,0,3.49,0.87,39.63
21,40,0,350,2,2.19,1.05,59.8
25,40,5,350,0,1.01,1.29,50.41
39,40,5,350,0,3.31,0.31,77.05
