Date,Hospital_Type,Daily_Status_Label,Simulated_Month,Tourist_Season_Phase,Total_Patient_Volume,NEDOCS_Total_Score,NEDOCS_Param_1_ED_Total_Beds,NEDOCS_Param_2_Hospital_Total_Beds,NEDOCS_Param_3_ED_Patients_Count,NEDOCS_Param_4_Patients_Waiting_Admit,NEDOCS_Param_5_Longest_Wait_Minutes,NEDOCS_Param_6_Admitted_Waiting_Count,NEDOCS_Param_7_ED_Respirators_In_Use,Average_Wait_Time_Mins,Bed_Occupancy_Rate_%,Active_Doctors_On_Shift,Active_Nurses_On_Shift,Dominant_Chief_Complaint,High_Acuity_ESI_1_2_%,Average_Patient_Age,Pediatric_Patient_%,Geriatric_Patient_%,Total_Tourist_Patient_%,Medical_Tourist_Patient_%,Leisure_Tourist_Patient_%,Air_Quality_Index_AQI,Weather_Condition,Avg_Temperature_C
11/3/2000,Big Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),442,75,60,850,111,66,267,38,8,89,87.8,39,112,Gastrointestinal Infection,19.3,33.2,18.2,31.8,24.6,12.7,11.9,338,Warm / Dusty,37.8
11/3/2000,Small Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),123,69,15,60,38,10,444,5,1,148,78,10,19,Orthopedic / Minor Trauma,7.9,30,15.5,13.8,0.4,0.3,0.1,395,Moderate Smog,26.9
11/4/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),282,46,60,850,95,2,90,1,10,30,44.1,46,127,Routine Health Checkup / Minor Elective Ailment,19.5,34.4,21.8,22.5,26.8,16.6,10.2,126,Clear / Sunny & Pleasant,27.6
11/4/2000,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),131,71,15,60,52,17,186,12,4,62,80.3,12,14,Viral Fever / Influenza,4.5,35,26.9,20.4,2.3,1.5,0.8,177,Warm / Dusty,24.3
11/5/2000,Big Urban (Delhi),Extremely Busy,11,Peak Tourist Season (Oct-Mar),925,101,60,850,246,82,1203,43,11,401,99.7,35,100,Severe Asthma / COPD / Cardiac Crisis,19.5,53.2,26.3,35.7,21.6,9.7,11.9,638,Severe Smog / Cold Wave,15.5
11/5/2000,Small Urban (Delhi),Slightly Busy,6,Off-Peak Tourist Season (Apr-Sep),164,51,15,60,52,27,255,18,1,85,87.3,7,21,Allergies / Minor Respiratory,1.1,38,20.1,17.9,2.8,1.2,1.6,358,Pleasant Haze,22.5
11/6/2000,Big Urban (Delhi),Extremely Busy,9,Off-Peak Tourist Season (Apr-Sep),849,188,60,850,337,184,1515,137,16,505,97.2,27,79,Severe Dengue / Malaria / Cholera Outbreak,24.5,28.1,15.8,15.8,7.4,4.5,2.9,61,Heavy Monsoon / Waterlogging,35.6
11/6/2000,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),71,44,15,60,20,2,40,1,2,20,54.7,8,15,Routine Health Checkup / Minor Elective Ailment,9,42.2,23.5,20,6.7,4.1,2.6,102,Clear / Sunny & Pleasant,28.8
11/7/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),298,1,60,850,118,0,105,0,15,35,54.3,55,116,Routine Health Checkup / Minor Elective Ailment,19.2,57.2,23.1,20.8,13.9,8.5,5.4,103,Clear / Sunny & Pleasant,21.9
11/7/2000,Small Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),102,83,15,60,30,11,192,9,4,64,83.5,6,26,Gastrointestinal Infection,1.6,44.5,19.5,36.5,1.3,0.7,0.6,343,Moderate Smog,27.3
11/8/2000,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),272,35,60,850,86,0,92,0,9,46,72.8,48,105,Routine Health Checkup / Minor Elective Ailment,10.9,51.8,17,35.3,21.3,13.4,7.9,136,Clear / Sunny & Pleasant,31.9
11/8/2000,Small Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),176,59,15,60,64,26,156,13,3,52,86.3,6,21,Orthopedic / Minor Trauma,4.1,39.7,24.8,31.8,2.7,1.8,0.9,228,Warm / Dusty,31.9
11/9/2000,Big Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),657,95,60,850,236,103,150,77,19,75,89.6,53,114,Viral Fever / Influenza,10.9,52.1,16.4,31.8,6.1,3.5,2.6,356,Pleasant Haze,40.5
11/9/2000,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),59,31,15,60,17,2,111,1,2,37,59.9,9,15,Routine Health Checkup / Minor Elective Ailment,4.7,51.6,27.9,35.4,4,2.2,1.8,91,Clear / Sunny & Pleasant,22
11/10/2000,Big Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),674,69,60,850,230,114,417,99,14,139,85.7,41,111,Allergies / Minor Respiratory,14.3,41.7,12.4,31.6,7,4.7,2.3,198,Light Rain / Humid,36.3
11/10/2000,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),168,58,15,60,47,21,438,18,1,146,90.6,11,18,Viral Fever / Influenza,3.2,34.2,12.8,15.9,0.9,0.5,0.4,250,Warm / Dusty,35.9
11/11/2000,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),237,34,60,850,83,1,108,0,17,36,70.2,49,101,Routine Health Checkup / Minor Elective Ailment,17.8,48.7,20.4,17.2,27,12.7,14.3,94,Clear / Sunny & Pleasant,31.9
11/11/2000,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),72,36,15,60,19,2,192,1,1,48,41.2,8,17,Routine Health Checkup / Minor Elective Ailment,2.8,36.9,26.6,23.1,2.8,1.3,1.5,133,Clear / Sunny & Pleasant,28.6
11/12/2000,Big Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),461,92,60,850,116,34,460,24,18,115,80,48,91,Viral Fever / Influenza,16.6,51.1,25.4,13.6,27.3,16.8,10.5,362,Warm / Dusty,35.1
11/12/2000,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),83,34,15,60,32,0,126,0,2,42,44.8,12,24,Routine Health Checkup / Minor Elective Ailment,7.4,38.1,21.5,17.7,6.5,2.6,3.9,146,Clear / Sunny & Pleasant,28.4
11/13/2000,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),418,23,60,850,137,1,22,0,12,11,70.9,41,124,Routine Health Checkup / Minor Elective Ailment,16.4,35.9,9.1,19.2,12.8,8.9,3.9,89,Clear / Sunny & Pleasant,20.1
11/13/2000,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),179,51,15,60,61,32,568,28,3,142,77.6,11,20,Gastrointestinal Infection,1.5,37.2,16.5,25.8,3.6,2.5,1.1,285,Pleasant Haze,29.9
11/14/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),389,30,60,850,143,0,188,0,17,47,56.7,36,107,Routine Health Checkup / Minor Elective Ailment,22.6,41.4,17.2,36.8,12.8,6.3,6.5,134,Clear / Sunny & Pleasant,23.6
11/14/2000,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),72,27,15,60,19,1,128,0,4,32,58.6,10,18,Routine Health Checkup / Minor Elective Ailment,3.8,55.9,18.1,14.4,5.9,2.5,3.4,100,Clear / Sunny & Pleasant,20.6
11/15/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),295,32,60,850,116,2,56,1,19,28,70.5,48,130,Routine Health Checkup / Minor Elective Ailment,21.9,57.1,21.9,16.4,17.8,9.3,8.5,125,Clear / Sunny & Pleasant,25.7
11/15/2000,Small Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),165,64,15,60,53,25,352,12,4,88,86.1,8,14,Gastrointestinal Infection,7.4,40.3,21.2,26.6,0.4,0.3,0.1,371,Light Rain / Humid,30.7
11/16/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),263,32,60,850,101,1,180,0,13,45,60.9,38,126,Routine Health Checkup / Minor Elective Ailment,20.1,41.8,27.2,25.4,16.5,9.6,6.9,96,Clear / Sunny & Pleasant,26.4
11/16/2000,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),74,12,15,60,20,0,86,0,3,43,61,9,15,Routine Health Checkup / Minor Elective Ailment,7.2,55.4,8.5,37,0.6,0.4,0.2,77,Clear / Sunny & Pleasant,27.4
11/17/2000,Big Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),497,53,60,850,167,45,240,31,11,60,79.7,47,90,Viral Fever / Influenza,9.6,30.1,13.7,27.1,8.5,5,3.5,231,Light Rain / Humid,32
11/17/2000,Small Urban (Delhi),Slightly Busy,6,Off-Peak Tourist Season (Apr-Sep),144,90,15,60,44,22,166,11,4,83,81.8,10,16,Orthopedic / Minor Trauma,7.1,55.6,27.3,16.1,1.2,0.5,0.7,186,Moderate Smog,29.1
11/18/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),384,46,60,850,101,2,100,1,12,25,48.2,44,113,Routine Health Checkup / Minor Elective Ailment,17.3,43.2,19.8,19.2,24.8,15.1,9.7,143,Clear / Sunny & Pleasant,29.6
11/18/2000,Small Urban (Delhi),Slightly Busy,11,Peak Tourist Season (Oct-Mar),106,69,15,60,41,15,270,10,4,135,76.7,7,25,Allergies / Minor Respiratory,6.5,30.1,20.8,33.3,2.2,0.9,1.3,186,Warm / Dusty,26.7
11/19/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),273,15,60,850,78,2,144,1,9,36,69.9,44,119,Routine Health Checkup / Minor Elective Ailment,18.3,31.9,16.5,34.1,22,11.4,10.6,66,Clear / Sunny & Pleasant,23.3
11/19/2000,Small Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),161,89,15,60,41,10,387,7,2,129,79.3,11,20,Gastrointestinal Infection,5.7,46.9,15.3,32.6,1.7,1.1,0.6,251,Moderate Smog,25.3
11/20/2000,Big Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),650,95,60,850,188,64,568,33,8,142,89.2,39,94,Orthopedic / Minor Trauma,19.9,30.2,18.7,18.6,23.4,14.7,8.7,284,Pleasant Haze,38.9
11/20/2000,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),83,35,15,60,32,2,45,1,4,15,61.4,6,19,Routine Health Checkup / Minor Elective Ailment,5.4,30.9,17.7,13.7,5.8,3,2.8,86,Clear / Sunny & Pleasant,29.1
11/21/2000,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),415,41,60,850,111,1,144,0,18,36,53.3,46,125,Routine Health Checkup / Minor Elective Ailment,12.8,49.2,15.5,31.1,21,12.9,8.1,76,Clear / Sunny & Pleasant,26.4
11/21/2000,Small Urban (Delhi),Extremely Busy,11,Peak Tourist Season (Oct-Mar),246,114,15,60,80,35,844,30,4,211,96.2,8,15,Severe Asthma / COPD / Cardiac Crisis,7.7,42,16.2,28.3,5.2,2.2,3,629,Severe Smog / Cold Wave,12.7
11/22/2000,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),320,26,60,850,85,0,94,0,9,47,49.7,43,96,Routine Health Checkup / Minor Elective Ailment,24.8,53.1,16.5,22.9,17.5,9.4,8.1,98,Clear / Sunny & Pleasant,25.7
11/22/2000,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),165,60,15,60,53,26,336,21,4,84,87.5,9,14,Orthopedic / Minor Trauma,4.7,55.8,26.1,22.7,4.9,2.6,2.3,242,Warm / Dusty,26.3
11/23/2000,Big Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),512,54,60,850,187,52,210,34,14,70,79,44,133,Allergies / Minor Respiratory,14.4,47.3,27.7,20.9,23.4,11.9,11.5,392,Pleasant Haze,26
11/23/2000,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),113,51,15,60,29,8,216,4,1,108,79.1,8,26,Gastrointestinal Infection,8.4,49,18.3,16.5,2.7,1.3,1.4,366,Warm / Dusty,18.6
11/24/2000,Big Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),643,97,60,850,233,82,290,41,10,145,83.1,48,111,Viral Fever / Influenza,11.2,33.6,8.7,23.2,4.7,2.8,1.9,279,Warm / Dusty,34.2
11/24/2000,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),111,97,15,60,33,14,288,11,1,96,85.6,8,19,Viral Fever / Influenza,1.3,39.4,16,29.9,0.6,0.3,0.3,187,Pleasant Haze,36.6
11/25/2000,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),366,21,60,850,115,0,68,0,20,34,59.3,49,102,Routine Health Checkup / Minor Elective Ailment,12.4,53.8,24.1,27.9,6.4,2.9,3.5,120,Clear / Sunny & Pleasant,24
11/25/2000,Small Urban (Delhi),Extremely Busy,7,Off-Peak Tourist Season (Apr-Sep),256,127,15,60,78,51,1521,28,5,507,97.7,5,15,Severe Dengue / Malaria / Cholera Outbreak,7.8,57.6,10,14.5,0.7,0.5,0.2,90,Heavy Monsoon / Waterlogging,28.7
11/26/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),338,3,60,850,133,3,90,2,10,30,47.4,52,115,Routine Health Checkup / Minor Elective Ailment,15.6,49.3,18.8,36.4,17.4,8.7,8.7,94,Clear / Sunny & Pleasant,28.6
11/26/2000,Small Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),120,97,15,60,41,16,324,13,4,108,81.6,6,14,Gastrointestinal Infection,8.2,34.4,21.6,35.8,0.9,0.5,0.4,174,Light Rain / Humid,40.2
11/27/2000,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),326,30,60,850,127,1,70,0,15,35,60.8,52,130,Routine Health Checkup / Minor Elective Ailment,6.7,49.5,20.8,28.7,25,16.9,8.1,90,Clear / Sunny & Pleasant,24.4
11/27/2000,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),50,15,15,60,18,2,176,1,4,44,62.8,12,14,Routine Health Checkup / Minor Elective Ailment,7,39.5,27.8,26,1.8,0.8,1,96,Clear / Sunny & Pleasant,30.7
11/28/2000,Big Urban (Delhi),Extremely Busy,7,Off-Peak Tourist Season (Apr-Sep),741,134,60,850,287,157,1413,129,13,471,98.3,25,72,Severe Dengue / Malaria / Cholera Outbreak,13.2,52.5,15.6,23.6,4.6,2.6,2,89,Heavy Monsoon / Waterlogging,33.4
11/28/2000,Small Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),107,60,15,60,29,15,276,13,1,69,85.7,8,19,Allergies / Minor Respiratory,4.3,29,11.1,13.7,4.5,3,1.5,373,Light Rain / Humid,37.2
11/29/2000,Big Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),695,77,60,850,271,75,210,65,13,105,84.8,38,127,Viral Fever / Influenza,18.9,31.9,21.9,22.4,6.3,3.2,3.1,265,Moderate Smog,30
11/29/2000,Small Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),101,71,15,60,27,10,128,8,4,64,88.8,12,14,Gastrointestinal Infection,5.8,31.2,13.8,23.3,5.8,2.8,3,338,Moderate Smog,39.1
11/30/2000,Big Urban (Delhi),Extremely Busy,7,Off-Peak Tourist Season (Apr-Sep),893,182,60,850,252,117,1506,69,22,502,97.1,35,95,Severe Dengue / Malaria / Cholera Outbreak,10.7,43.6,17.7,29.4,9.5,4.4,5.1,85,Heavy Monsoon / Waterlogging,26.3
11/30/2000,Small Urban (Delhi),Extremely Busy,12,Peak Tourist Season (Oct-Mar),200,114,15,60,54,16,934,11,1,467,99.7,9,14,Severe Asthma / COPD / Cardiac Crisis,4.7,28.7,27.9,24.9,4,2.4,1.6,780,Severe Smog / Cold Wave,14.2
12/1/2000,Big Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),699,93,60,850,206,69,328,48,12,82,81.9,43,98,Viral Fever / Influenza,17.5,48.4,18.6,33.9,6.2,4,2.2,344,Moderate Smog,20.1
12/1/2000,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),123,84,15,60,36,19,544,14,3,136,91.3,6,15,Orthopedic / Minor Trauma,6.1,46,25.9,36,2.6,1.6,1,282,Warm / Dusty,38.9
12/2/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),394,33,60,850,125,1,78,0,16,39,68.6,55,106,Routine Health Checkup / Minor Elective Ailment,24.4,52.3,8.2,36,26.6,15.9,10.7,72,Clear / Sunny & Pleasant,20.7
12/2/2000,Small Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),145,78,15,60,42,17,108,12,1,54,81.9,9,25,Viral Fever / Influenza,8.1,42.5,9.1,37,1.1,0.7,0.4,391,Warm / Dusty,32.8
12/3/2000,Big Urban (Delhi),Slightly Busy,9,Off-Peak Tourist Season (Apr-Sep),604,51,60,850,179,69,237,54,9,79,85.6,43,90,Allergies / Minor Respiratory,6.3,50.8,22.4,33,8.9,3.8,5.1,346,Moderate Smog,37.1
12/3/2000,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),70,46,15,60,23,1,62,0,2,31,50.1,9,28,Routine Health Checkup / Minor Elective Ailment,7.7,50.8,21.3,30.4,3.7,2.3,1.4,121,Clear / Sunny & Pleasant,22.7
12/4/2000,Big Urban (Delhi),Extremely Busy,8,Off-Peak Tourist Season (Apr-Sep),809,173,60,850,206,77,570,50,26,190,99.7,51,103,Severe Dengue / Malaria / Cholera Outbreak,11.4,34.3,17.1,34.4,6.7,4.1,2.6,129,Heavy Monsoon / Waterlogging,35.4
12/4/2000,Small Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),165,63,15,60,46,14,202,12,2,101,89.6,7,23,Gastrointestinal Infection,6.1,36.6,13.8,27.1,6.7,3.6,3.1,224,Pleasant Haze,35.2
12/5/2000,Big Urban (Delhi),Extremely Busy,12,Peak Tourist Season (Oct-Mar),797,186,60,850,237,85,1179,59,16,393,98.1,25,69,Severe Asthma / COPD / Cardiac Crisis,13.8,36.4,23,28.5,18.8,9.1,9.7,603,Severe Smog / Cold Wave,10.7
12/5/2000,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),94,7,15,60,33,1,111,0,4,37,70.5,6,19,Routine Health Checkup / Minor Elective Ailment,1.7,51.5,20,21.1,2.2,0.9,1.3,142,Clear / Sunny & Pleasant,28
12/6/2000,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),247,43,60,850,66,0,188,0,16,47,43.7,41,106,Routine Health Checkup / Minor Elective Ailment,25.9,48,13.5,37.6,21.1,12.1,9,121,Clear / Sunny & Pleasant,25.2
12/6/2000,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),88,6,15,60,33,3,92,1,1,46,40.7,8,28,Routine Health Checkup / Minor Elective Ailment,2.8,50.4,10.5,27.3,5,3,2,72,Clear / Sunny & Pleasant,23.9
12/7/2000,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),335,8,60,850,115,3,42,2,13,21,48,42,92,Routine Health Checkup / Minor Elective Ailment,7.2,32.6,17.6,16,16.5,7.9,8.6,66,Clear / Sunny & Pleasant,27.3
12/7/2000,Small Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),173,64,15,60,54,28,250,23,1,125,78.3,9,22,Allergies / Minor Respiratory,2.9,33.8,12,16.2,5.6,3.3,2.3,229,Warm / Dusty,37.6
12/8/2000,Big Urban (Delhi),Extremely Busy,9,Off-Peak Tourist Season (Apr-Sep),817,122,60,850,286,89,646,48,16,323,99.7,38,78,Severe Dengue / Malaria / Cholera Outbreak,20.3,29.9,18.2,30.1,7.7,4.6,3.1,158,Heavy Monsoon / Waterlogging,27.4
12/8/2000,Small Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),149,88,15,60,46,24,272,19,4,68,81.5,7,19,Viral Fever / Influenza,5.8,45.5,27.8,19.5,0.8,0.4,0.4,190,Light Rain / Humid,34.7
12/9/2000,Big Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),450,61,60,850,136,52,432,40,20,108,84,40,100,Viral Fever / Influenza,7.8,52.7,23.1,15.4,6.9,4.6,2.3,198,Moderate Smog,33.6
12/9/2000,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),131,96,15,60,49,13,190,9,3,95,86.4,8,15,Viral Fever / Influenza,2,37.2,18.5,13.8,0.8,0.3,0.5,240,Light Rain / Humid,36.2
12/10/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),409,41,60,850,105,2,144,1,14,36,53.9,53,101,Routine Health Checkup / Minor Elective Ailment,9,37,10,30.6,19.8,10.1,9.7,74,Clear / Sunny & Pleasant,25.3
12/10/2000,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),85,30,15,60,31,0,48,0,1,24,55.4,8,26,Routine Health Checkup / Minor Elective Ailment,6.5,30.7,11,35.7,5.8,3.5,2.3,112,Clear / Sunny & Pleasant,22
12/11/2000,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),227,4,60,850,81,0,26,0,16,13,68.1,38,130,Routine Health Checkup / Minor Elective Ailment,14,30.3,13.8,32.4,13.9,6.4,7.5,105,Clear / Sunny & Pleasant,27.2
12/11/2000,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),86,44,15,60,23,2,74,1,2,37,48,11,28,Routine Health Checkup / Minor Elective Ailment,6.3,35.9,20.2,12.6,3.5,2,1.5,146,Clear / Sunny & Pleasant,28.9
12/12/2000,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),297,24,60,850,117,1,93,0,8,31,45.7,41,95,Routine Health Checkup / Minor Elective Ailment,8.7,45.8,8.5,29.2,27.6,18.5,9.1,118,Clear / Sunny & Pleasant,28.3
12/12/2000,Small Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),134,95,15,60,41,22,456,13,2,114,91.3,9,23,Viral Fever / Influenza,4.5,40.9,22.4,27.1,3.5,1.6,1.9,162,Pleasant Haze,22.2
12/13/2000,Big Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),495,53,60,850,197,85,396,71,14,132,89.8,40,116,Viral Fever / Influenza,11,29.9,23.6,27.7,26.9,18.3,8.6,170,Pleasant Haze,31.6
12/13/2000,Small Urban (Delhi),Slightly Busy,11,Peak Tourist Season (Oct-Mar),162,71,15,60,54,13,148,7,4,74,79.9,11,27,Allergies / Minor Respiratory,3.3,33.7,22.2,34.9,6.1,2.8,3.3,283,Pleasant Haze,36.3
12/14/2000,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),347,42,60,850,123,2,72,1,18,36,61.6,38,96,Routine Health Checkup / Minor Elective Ailment,11.4,44.3,8.5,35.6,19.4,13,6.4,117,Clear / Sunny & Pleasant,22.7
12/14/2000,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),54,26,15,60,18,1,58,0,3,29,54.4,12,18,Routine Health Checkup / Minor Elective Ailment,2.2,44.6,9.1,19,0.1,0.1,0,105,Clear / Sunny & Pleasant,29.4
12/15/2000,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),246,19,60,850,74,3,60,2,15,15,64.1,38,101,Routine Health Checkup / Minor Elective Ailment,12.5,45.5,24.8,31.3,5,2.3,2.7,115,Clear / Sunny & Pleasant,25.1
12/15/2000,Small Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),112,82,15,60,29,14,356,9,3,89,87.5,12,28,Orthopedic / Minor Trauma,1.7,30.7,12.7,24.5,1.6,0.9,0.7,391,Warm / Dusty,22.2
12/16/2000,Big Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),616,70,60,850,213,81,252,56,10,84,92.9,49,131,Gastrointestinal Infection,12.7,40.8,21.4,24.7,27.2,18.6,8.6,243,Light Rain / Humid,37.9
12/16/2000,Small Urban (Delhi),Slightly Busy,11,Peak Tourist Season (Oct-Mar),153,71,15,60,41,13,440,8,2,110,76.6,6,17,Gastrointestinal Infection,1.6,48.6,15.6,13.4,2,1.3,0.7,383,Moderate Smog,26.1
12/17/2000,Big Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),428,74,60,850,149,69,304,46,20,76,82.5,37,106,Gastrointestinal Infection,7,46.7,10.5,34.7,14.2,8.4,5.8,198,Light Rain / Humid,38.1
12/17/2000,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),99,29,15,60,28,2,74,1,4,37,55.6,11,27,Routine Health Checkup / Minor Elective Ailment,2.8,35.8,9.8,19.9,5.9,3.6,2.3,134,Clear / Sunny & Pleasant,30.8
12/18/2000,Big Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),570,95,60,850,169,87,118,64,14,59,82.4,44,108,Allergies / Minor Respiratory,12.2,53.3,12.5,14.5,6.6,4.5,2.1,229,Moderate Smog,23.4
12/18/2000,Small Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),138,59,15,60,50,28,408,18,2,102,89,8,24,Allergies / Minor Respiratory,1.8,48,23.5,13.7,2.6,1.2,1.4,281,Warm / Dusty,34
12/19/2000,Big Urban (Delhi),Extremely Busy,7,Off-Peak Tourist Season (Apr-Sep),969,119,60,850,384,260,1860,164,21,465,98.2,48,122,Severe Dengue / Malaria / Cholera Outbreak,13.5,56,17.8,36.4,8.2,5,3.2,142,Heavy Monsoon / Waterlogging,29.8
12/19/2000,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),127,55,15,60,36,21,208,15,4,52,91.7,9,24,Viral Fever / Influenza,4.7,50.8,12.2,36.1,1.7,1.1,0.6,218,Light Rain / Humid,38.7
12/20/2000,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),364,50,60,850,102,2,80,1,10,40,42.2,52,103,Routine Health Checkup / Minor Elective Ailment,20.8,32.6,20.6,19.8,20.2,11.9,8.3,123,Clear / Sunny & Pleasant,28.3
12/20/2000,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),63,32,15,60,18,0,156,0,4,39,47.7,7,17,Routine Health Checkup / Minor Elective Ailment,3,44.2,8.7,19.2,2.8,1.5,1.3,114,Clear / Sunny & Pleasant,29.4
12/21/2000,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),396,35,60,850,153,0,164,0,17,41,48.7,49,135,Routine Health Checkup / Minor Elective Ailment,17.4,35.5,8.3,19.4,14.3,7.3,7,70,Clear / Sunny & Pleasant,26.4
12/21/2000,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),144,79,15,60,44,23,222,12,3,111,92.2,9,23,Gastrointestinal Infection,5.9,35.8,14.4,14.4,0.4,0.2,0.2,299,Light Rain / Humid,36.2
12/22/2000,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),413,1,60,850,123,0,141,0,10,47,67.7,48,133,Routine Health Checkup / Minor Elective Ailment,16.9,32.2,10.1,23,27.5,17.4,10.1,84,Clear / Sunny & Pleasant,20.1
